po_number,line_number,item_description,category_code,quantity,unit_price,line_amount
W56HZV17C0001,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,463,1267222.63,586724075.56
W56HZV17C0001,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,117,3592738.81,420350441.33
N0001907C0097,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,170,4273889.07,726561142.25
N0001907C0097,2,Military program support,CAT-AEROSPACE-DEFENSE,415,1054164.91,437478439.24
N0001907C0097,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,25,19459930.29,486498257.22
N0001907C0097,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,453,2694126.18,1220439160.09
MSFC0199911DNAS800016,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,128,4540359.66,581166036.9
MSFC0199911DNAS800016,2,Military program support,CAT-AEROSPACE-DEFENSE,133,5545388.2,737536630.11
MSFC0199911DNAS800016,3,Defense platform components,CAT-AEROSPACE-DEFENSE,317,1711416.27,542518958.73
MSFC0199911DNAS800016,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,277,3642205.28,1008890861.49
W31P4Q17C0006,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,14,21742332.05,304392648.72
W31P4Q17C0006,2,Defense platform components,CAT-AEROSPACE-DEFENSE,205,4045676.41,829363664.08
W31P4Q17C0006,3,Military program support,CAT-AEROSPACE-DEFENSE,175,4550730.16,796377777.13
W31P4Q17C0006,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,106,2210450.97,234307803.16
W31P4Q17C0006,5,Defense platform components,CAT-AEROSPACE-DEFENSE,327,2107529.36,689162102.31
70B01C26F00000017,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,94,7766150.03,730018103.01
70B01C26F00000017,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,500,1099704.09,549852046.5
70B01C26F00000017,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,189,3353338.65,633781005.48
70B01C26F00000017,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,162,5674990.47,919348456.71
DEEM0001971,1,Fuel and utility services,CAT-ENERGY-UTILITIES,367,2386730.81,875930206.19
DEEM0001971,2,Fuel and utility services,CAT-ENERGY-UTILITIES,349,3341882.06,1166316839.28
DEEM0001971,3,Utility infrastructure support,CAT-ENERGY-UTILITIES,444,1759981.49,781431781.31
N0002417C2301,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,342,3326791.41,1137762661.74
N0002417C2301,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,411,1943362.32,798721913.79
N0002417C2301,3,Military program support,CAT-AEROSPACE-DEFENSE,419,2084461.6,873389408.87
FA850512C0001,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,9,87652758.73,788874828.61
FA850512C0001,2,Defense platform components,CAT-AEROSPACE-DEFENSE,311,1860317.88,578558860.96
FA850512C0001,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,349,1028962.09,359107769.09
FA850512C0001,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,38,21485855.75,816462518.38
FA850512C0001,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,305,864029.42,263528972.42
N0001923C0030,1,Defense platform components,CAT-AEROSPACE-DEFENSE,245,2479394.27,607451597.1
N0001923C0030,2,Defense platform components,CAT-AEROSPACE-DEFENSE,287,1262698.57,362394488.34
N0001923C0030,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,429,1823480.74,782273236.65
N0001923C0030,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,338,2382644.29,805333768.85
N0001923C0030,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,324,758098.55,245623931.32
W31P4Q24F0165,1,Defense platform components,CAT-AEROSPACE-DEFENSE,72,4136853.34,297853440.62
W31P4Q24F0165,2,Defense platform components,CAT-AEROSPACE-DEFENSE,315,1008962.65,317823233.77
W31P4Q24F0165,3,Defense platform components,CAT-AEROSPACE-DEFENSE,30,18326231.27,549786938.03
W31P4Q24F0165,4,Defense platform components,CAT-AEROSPACE-DEFENSE,314,2551910.63,801299937.7
W31P4Q24F0165,5,Military program support,CAT-AEROSPACE-DEFENSE,448,1862472.81,834387819.27
75FCMC22C0038,1,Healthcare support services,CAT-HEALTHCARE-MEDICAL,496,764019.58,378953712.09
75FCMC22C0038,2,Pharmaceutical supply services,CAT-HEALTHCARE-MEDICAL,33,10373083.42,342311752.85
75FCMC22C0038,3,Medical supplies,CAT-HEALTHCARE-MEDICAL,419,2021464.25,846993519.9
75FCMC22C0038,4,Clinical operations support,CAT-HEALTHCARE-MEDICAL,97,3953057.73,383446600.13
75FCMC22C0038,5,Pharmaceutical supply services,CAT-HEALTHCARE-MEDICAL,264,3136481.85,828031208.03
HQ027615C0003,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,407,1054363.27,429125849.02
HQ027615C0003,2,Military program support,CAT-AEROSPACE-DEFENSE,451,1826780.49,823877999.65
HQ027615C0003,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,68,8073659.94,549008875.65
HQ027615C0003,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,292,3282950.91,958621665.61
N0001924C0025,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,40,14281050.25,571242009.86
N0001924C0025,2,Defense platform components,CAT-AEROSPACE-DEFENSE,365,3594844.02,1312118068.56
N0001924C0025,3,Military program support,CAT-AEROSPACE-DEFENSE,390,2195791.68,856358755.58
HQ086220C0002,1,Defense platform components,CAT-AEROSPACE-DEFENSE,45,21410800.04,963486001.79
HQ086220C0002,2,Defense platform components,CAT-AEROSPACE-DEFENSE,174,4433737.48,771470320.89
HQ086220C0002,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,81,12392094.57,1003759659.97
FA873023C0025,1,Military program support,CAT-AEROSPACE-DEFENSE,253,1740675.9,440391003.37
FA873023C0025,2,Defense platform components,CAT-AEROSPACE-DEFENSE,472,1220832.78,576233071.93
FA873023C0025,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,385,1492908.37,574769723.96
FA873023C0025,4,Military program support,CAT-AEROSPACE-DEFENSE,363,3146209.72,1142074127.74
FA824018C7218,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,416,926492.76,385420989.79
FA824018C7218,2,Defense platform components,CAT-AEROSPACE-DEFENSE,302,3933883.68,1188032871.31
FA824018C7218,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,398,2887156.38,1149088240.08
N0002416C2106,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,192,4814212.25,924328752.94
N0002416C2106,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,300,3268341.18,980502353.36
N0002416C2106,3,Defense platform components,CAT-AEROSPACE-DEFENSE,184,4368287.3,803764863.7
N0001917C0020,1,Military program support,CAT-AEROSPACE-DEFENSE,148,7910465.49,1170748891.93
N0001917C0020,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,287,1886358.43,541384869.7
N0001917C0020,3,Military program support,CAT-AEROSPACE-DEFENSE,301,3224601.39,970605018.3
N0002413C2108,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,213,2860664.59,609321557.55
N0002413C2108,2,Defense platform components,CAT-AEROSPACE-DEFENSE,121,11874609.16,1436827707.97
N0002413C2108,3,Military program support,CAT-AEROSPACE-DEFENSE,181,3483658.56,630542199.48
N0001916C0048,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,298,2674665.21,797050231.34
N0001916C0048,2,Military program support,CAT-AEROSPACE-DEFENSE,493,751114.18,370299291.39
N0001916C0048,3,Defense platform components,CAT-AEROSPACE-DEFENSE,349,1075214.64,375249907.89
N0001916C0048,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,76,7797824.18,592634637.86
N0001916C0048,5,Defense platform components,CAT-AEROSPACE-DEFENSE,378,1386046.12,523925432.31
70B01C26F00000405,1,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,204,2398507.29,489295486.36
70B01C26F00000405,2,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,453,1933170.25,875726125.17
70B01C26F00000405,3,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,52,12888545.67,670204374.83
70B01C26F00000405,4,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,421,1327349.2,558814013.64
N0002409C2107,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,287,2033069.01,583490805.41
N0002409C2107,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,471,2162932.69,1018741294.89
N0002409C2107,3,Defense platform components,CAT-AEROSPACE-DEFENSE,349,2785457.01,972124497.99
N0002411C2306,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,484,773793.73,374516164.15
N0002411C2306,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,443,1362817.4,603728109.64
N0002411C2306,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,326,1635956.14,533321701.4
N0002411C2306,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,80,5387633.37,431010669.68
N0002411C2306,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,300,2030785.97,609235790.13
N0002424C2114,1,Military program support,CAT-AEROSPACE-DEFENSE,468,536644.44,251149596.25
N0002424C2114,2,Defense platform components,CAT-AEROSPACE-DEFENSE,249,3055132.82,760728072.74
N0002424C2114,3,Defense platform components,CAT-AEROSPACE-DEFENSE,461,749670.73,345598205.48
N0002424C2114,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,403,1133428.2,456771563.33
N0002424C2114,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,125,5827357.11,728419638.2
80MSFC20C0052,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,247,1137409.7,280940195.16
80MSFC20C0052,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,58,14411426.88,835862758.79
80MSFC20C0052,3,Defense platform components,CAT-AEROSPACE-DEFENSE,277,1399548.05,387674809.81
80MSFC20C0052,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,209,1966183.69,410932391.64
80MSFC20C0052,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,411,1495545.09,614669033.6
GSFC0198106DNAS526555,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,398,1583169.93,630101630.29
GSFC0198106DNAS526555,2,Defense platform components,CAT-AEROSPACE-DEFENSE,50,23289975.18,1164498759.21
GSFC0198106DNAS526555,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,432,1674485.3,723377650.5
FA867523C0037,1,Defense platform components,CAT-AEROSPACE-DEFENSE,370,1717623.85,635520823.86
FA867523C0037,2,Defense platform components,CAT-AEROSPACE-DEFENSE,407,1287535.89,524027105.94
FA867523C0037,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,89,8066713.97,717937543.02
FA867523C0037,4,Defense platform components,CAT-AEROSPACE-DEFENSE,151,4208189.16,635436562.58
N0003022C1025,1,Defense platform components,CAT-AEROSPACE-DEFENSE,364,2234868.27,813492049.45
N0003022C1025,2,Military program support,CAT-AEROSPACE-DEFENSE,431,1912924.54,824470477.05
N0003022C1025,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,346,2528633.48,874907183.13
W912EP24C0018,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,364,1914282.03,696798659.05
W912EP24C0018,2,Defense platform components,CAT-AEROSPACE-DEFENSE,416,1990825.08,828183231.73
W912EP24C0018,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,140,7040155.74,985621803.9
N0002424C2301,1,Military program support,CAT-AEROSPACE-DEFENSE,55,8913296.37,490231300.22
N0002424C2301,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,64,11670381.2,746904396.93
N0002424C2301,3,Military program support,CAT-AEROSPACE-DEFENSE,283,1419686.48,401771273.01
N0002424C2301,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,477,778184.89,371194190.82
N0002424C2301,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,330,1490633.21,491908958.02
FA881013C0001,1,Defense platform components,CAT-AEROSPACE-DEFENSE,135,4441539.03,599607769.54
FA881013C0001,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,22,57866736.5,1273068202.89
FA881013C0001,3,Military program support,CAT-AEROSPACE-DEFENSE,174,3554925.59,618557052.82
W31P4Q23F0024,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,243,3150396.55,765546361.4
W31P4Q23F0024,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,50,10205332.78,510266639.03
W31P4Q23F0024,3,Military program support,CAT-AEROSPACE-DEFENSE,295,4113476.57,1213475587.24
W56HZV23C0024,1,Military program support,CAT-AEROSPACE-DEFENSE,30,15520094.0,465602819.92
W56HZV23C0024,2,Defense platform components,CAT-AEROSPACE-DEFENSE,297,3555887.23,1056098506.65
W56HZV23C0024,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,73,13121626.9,957878763.43
N0001917C0003,1,Defense platform components,CAT-AEROSPACE-DEFENSE,488,1766514.06,862058860.21
N0001917C0003,2,Defense platform components,CAT-AEROSPACE-DEFENSE,351,2614063.83,917536403.56
N0001917C0003,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,259,2569102.09,665397440.67
89303523FEM400032,1,Transportation support,CAT-LOGISTICS-TRANSPORTATION,118,4362069.45,514724195.64
89303523FEM400032,2,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,95,5259480.52,499650649.05
89303523FEM400032,3,Transportation support,CAT-LOGISTICS-TRANSPORTATION,387,1159770.19,448831063.75
89303523FEM400032,4,Transportation support,CAT-LOGISTICS-TRANSPORTATION,173,2389118.3,413317466.48
89303523FEM400032,5,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,70,7610364.76,532725533.08
89243024CSC000002,1,Energy services,CAT-ENERGY-UTILITIES,440,887706.36,390590800.02
89243024CSC000002,2,Energy services,CAT-ENERGY-UTILITIES,29,11143310.35,323156000.26
89243024CSC000002,3,Power systems maintenance,CAT-ENERGY-UTILITIES,403,1522910.61,613732976.49
89243024CSC000002,4,Power systems maintenance,CAT-ENERGY-UTILITIES,382,2819382.45,1077004095.92
HQ085621C0003,1,Military program support,CAT-AEROSPACE-DEFENSE,394,3208605.29,1264190485.33
HQ085621C0003,2,Defense platform components,CAT-AEROSPACE-DEFENSE,95,5503518.63,522834270.14
HQ085621C0003,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,435,1398648.65,608412163.71
FA910115C0500,1,Military program support,CAT-AEROSPACE-DEFENSE,66,9277902.36,612341556.06
FA910115C0500,2,Defense platform components,CAT-AEROSPACE-DEFENSE,421,1462248.99,615606825.22
FA910115C0500,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,128,1561164.8,199829094.29
FA910115C0500,4,Military program support,CAT-AEROSPACE-DEFENSE,466,844748.49,393652796.23
FA910115C0500,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,171,3334586.29,570214256.37
89303723FEM400292,1,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,139,4671273.93,649307076.65
89303723FEM400292,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,428,1496422.85,640468979.62
89303723FEM400292,3,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,233,1738584.95,405090292.39
89303723FEM400292,4,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,42,5807069.82,243896932.41
89303723FEM400292,5,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,25,17381755.44,434543885.95
N0001919C0013,1,Defense platform components,CAT-AEROSPACE-DEFENSE,444,713944.43,316991325.3
N0001919C0013,2,Military program support,CAT-AEROSPACE-DEFENSE,301,3476765.79,1046506504.22
N0001919C0013,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,275,3609123.96,992509088.94
W56HZV10C0077,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,197,3028696.2,596653150.49
W56HZV10C0077,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,245,1451787.67,355687979.25
W56HZV10C0077,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,266,2069805.34,550568220.01
W56HZV10C0077,4,Military program support,CAT-AEROSPACE-DEFENSE,456,854346.61,389582052.73
W56HZV10C0077,5,Military program support,CAT-AEROSPACE-DEFENSE,358,1262011.07,451799961.44
HT940221C0007,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,452,1807984.01,817208770.82
HT940221C0007,2,Military program support,CAT-AEROSPACE-DEFENSE,451,1357310.33,612146960.8
HT940221C0007,3,Defense platform components,CAT-AEROSPACE-DEFENSE,442,2036747.11,900242222.72
DAAA0998E0006,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,464,1363731.91,632771607.14
DAAA0998E0006,2,Defense platform components,CAT-AEROSPACE-DEFENSE,468,1707722.87,799214305.4
DAAA0998E0006,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,351,1022872.13,359028116.88
DAAA0998E0006,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,77,6841431.47,526790223.5
N0001920C0047,1,Military program support,CAT-AEROSPACE-DEFENSE,395,1117619.8,441459819.49
N0001920C0047,2,Military program support,CAT-AEROSPACE-DEFENSE,134,4172545.85,559121143.67
N0001920C0047,3,Defense platform components,CAT-AEROSPACE-DEFENSE,198,6616896.58,1310145522.59
19AQMM23F0766,1,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,296,1435250.51,424834149.54
19AQMM23F0766,2,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,142,9251940.09,1313775492.16
19AQMM23F0766,3,Transportation support,CAT-LOGISTICS-TRANSPORTATION,273,2091142.05,570881780.94
W58RGZ26C0002,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,105,6051737.16,635432401.34
W58RGZ26C0002,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,172,2267345.89,389983493.65
W58RGZ26C0002,3,Defense platform components,CAT-AEROSPACE-DEFENSE,450,609002.1,274050944.77
W58RGZ26C0002,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,400,2490910.91,996364364.24
W52P1J19F0394,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,244,3858908.75,941573734.16
W52P1J19F0394,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,385,1857126.95,714993873.98
W52P1J19F0394,3,Defense platform components,CAT-AEROSPACE-DEFENSE,193,3296399.86,636205173.04
FA821413C0001,1,Military program support,CAT-AEROSPACE-DEFENSE,435,1049481.77,456524571.66
FA821413C0001,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,131,2039723.3,267203752.47
FA821413C0001,3,Defense platform components,CAT-AEROSPACE-DEFENSE,369,772068.75,284893368.27
FA821413C0001,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,364,1795136.32,653429620.85
FA821413C0001,5,Military program support,CAT-AEROSPACE-DEFENSE,162,3706242.12,600411223.81
FA865925CB003,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,29,19704678.44,571435674.62
FA865925CB003,2,Military program support,CAT-AEROSPACE-DEFENSE,209,3645862.92,761985349.64
FA865925CB003,3,Defense platform components,CAT-AEROSPACE-DEFENSE,297,3082698.57,915561476.04
W31P4Q23C0005,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,321,1224746.72,393143696.21
W31P4Q23C0005,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,324,1044651.69,338467149.15
W31P4Q23C0005,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,64,6133664.03,392554498.12
W31P4Q23C0005,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,282,2057911.32,580330993.6
W31P4Q23C0005,5,Military program support,CAT-AEROSPACE-DEFENSE,238,2140110.49,509346296.01
0007-1,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,367,1996619.39,732759317.22
0007-1,2,Defense platform components,CAT-AEROSPACE-DEFENSE,265,1343037.94,355905053.41
0007-1,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,489,1785825.07,873268456.89
0007-1,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,214,1146404.75,245330615.99
W52P1J19F0400,1,Military program support,CAT-AEROSPACE-DEFENSE,317,1062317.11,336754524.88
W52P1J19F0400,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,323,1297337.13,419039893.71
W52P1J19F0400,3,Defense platform components,CAT-AEROSPACE-DEFENSE,461,1053744.9,485776398.29
W52P1J19F0400,4,Military program support,CAT-AEROSPACE-DEFENSE,275,1489133.08,409511597.14
W52P1J19F0400,5,Military program support,CAT-AEROSPACE-DEFENSE,83,6656967.33,552528288.74
N0001923F0002,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,23,44415127.27,1021547927.31
N0001923F0002,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,435,1208194.36,525564544.97
N0001923F0002,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,284,2293547.36,651367451.46
FA881013C0002,1,Military program support,CAT-AEROSPACE-DEFENSE,460,1770869.05,814599761.63
FA881013C0002,2,Military program support,CAT-AEROSPACE-DEFENSE,189,4205472.71,794834343.03
FA881013C0002,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,71,8246297.45,585487119.01
FA867521C0034,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,76,7610008.65,578360657.71
FA867521C0034,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,387,2321846.96,898554774.58
FA867521C0034,3,Military program support,CAT-AEROSPACE-DEFENSE,371,849307.48,315093075.21
FA867521C0034,4,Defense platform components,CAT-AEROSPACE-DEFENSE,251,1536061.78,385551508.01
DEAC0209CH11466,1,Power systems maintenance,CAT-ENERGY-UTILITIES,159,5268883.04,837752403.54
DEAC0209CH11466,2,Power systems maintenance,CAT-ENERGY-UTILITIES,222,1655712.9,367568263.18
DEAC0209CH11466,3,Environmental and energy operations,CAT-ENERGY-UTILITIES,48,20117261.43,965628548.66
